# Egyptian hieroglyphs as encoded (Gardiner via Unicode names). No language keywords invented.
# Copyright (C) 1993-2026 Abhishek Choudhary. GPL-3.0-or-later.
# Direct Unicode inventory. NOT a Devanagari hub. NOT invented keywords.
cp	ch	unicode_name
U+131BF	𓆿	EGYPTIAN HIEROGLYPH M012C
U+131C0	𓇀	EGYPTIAN HIEROGLYPH M012D
U+131C1	𓇁	EGYPTIAN HIEROGLYPH M012E
U+131C2	𓇂	EGYPTIAN HIEROGLYPH M012F
U+131C3	𓇃	EGYPTIAN HIEROGLYPH M012G
U+131C4	𓇄	EGYPTIAN HIEROGLYPH M012H
U+131C5	𓇅	EGYPTIAN HIEROGLYPH M013
U+131C6	𓇆	EGYPTIAN HIEROGLYPH M014
U+131C7	𓇇	EGYPTIAN HIEROGLYPH M015
U+131C8	𓇈	EGYPTIAN HIEROGLYPH M015A
U+131C9	𓇉	EGYPTIAN HIEROGLYPH M016
U+131CA	𓇊	EGYPTIAN HIEROGLYPH M016A
U+131CB	𓇋	EGYPTIAN HIEROGLYPH M017
U+131CC	𓇌	EGYPTIAN HIEROGLYPH M017A
U+131CD	𓇍	EGYPTIAN HIEROGLYPH M018
U+131CE	𓇎	EGYPTIAN HIEROGLYPH M019
U+131CF	𓇏	EGYPTIAN HIEROGLYPH M020
U+131D0	𓇐	EGYPTIAN HIEROGLYPH M021
U+131D1	𓇑	EGYPTIAN HIEROGLYPH M022
U+131D2	𓇒	EGYPTIAN HIEROGLYPH M022A
U+131D3	𓇓	EGYPTIAN HIEROGLYPH M023
U+131D4	𓇔	EGYPTIAN HIEROGLYPH M024
U+131D5	𓇕	EGYPTIAN HIEROGLYPH M024A
U+131D6	𓇖	EGYPTIAN HIEROGLYPH M025
U+131D7	𓇗	EGYPTIAN HIEROGLYPH M026
U+131D8	𓇘	EGYPTIAN HIEROGLYPH M027
U+131D9	𓇙	EGYPTIAN HIEROGLYPH M028
U+131DA	𓇚	EGYPTIAN HIEROGLYPH M028A
U+131DB	𓇛	EGYPTIAN HIEROGLYPH M029
U+131DC	𓇜	EGYPTIAN HIEROGLYPH M030
U+131DD	𓇝	EGYPTIAN HIEROGLYPH M031
U+131DE	𓇞	EGYPTIAN HIEROGLYPH M031A
U+131DF	𓇟	EGYPTIAN HIEROGLYPH M032
U+131E0	𓇠	EGYPTIAN HIEROGLYPH M033
U+131E1	𓇡	EGYPTIAN HIEROGLYPH M033A
U+131E2	𓇢	EGYPTIAN HIEROGLYPH M033B
U+131E3	𓇣	EGYPTIAN HIEROGLYPH M034
U+131E4	𓇤	EGYPTIAN HIEROGLYPH M035
U+131E5	𓇥	EGYPTIAN HIEROGLYPH M036
U+131E6	𓇦	EGYPTIAN HIEROGLYPH M037
U+131E7	𓇧	EGYPTIAN HIEROGLYPH M038
U+131E8	𓇨	EGYPTIAN HIEROGLYPH M039
U+131E9	𓇩	EGYPTIAN HIEROGLYPH M040
U+131EA	𓇪	EGYPTIAN HIEROGLYPH M040A
U+131EB	𓇫	EGYPTIAN HIEROGLYPH M041
U+131EC	𓇬	EGYPTIAN HIEROGLYPH M042
U+131ED	𓇭	EGYPTIAN HIEROGLYPH M043
U+131EE	𓇮	EGYPTIAN HIEROGLYPH M044
U+131EF	𓇯	EGYPTIAN HIEROGLYPH N001
U+131F0	𓇰	EGYPTIAN HIEROGLYPH N002
U+131F1	𓇱	EGYPTIAN HIEROGLYPH N003
U+131F2	𓇲	EGYPTIAN HIEROGLYPH N004
U+131F3	𓇳	EGYPTIAN HIEROGLYPH N005
U+131F4	𓇴	EGYPTIAN HIEROGLYPH N006
U+131F5	𓇵	EGYPTIAN HIEROGLYPH N007
U+131F6	𓇶	EGYPTIAN HIEROGLYPH N008
U+131F7	𓇷	EGYPTIAN HIEROGLYPH N009
U+131F8	𓇸	EGYPTIAN HIEROGLYPH N010
U+131F9	𓇹	EGYPTIAN HIEROGLYPH N011
U+131FA	𓇺	EGYPTIAN HIEROGLYPH N012
U+131FB	𓇻	EGYPTIAN HIEROGLYPH N013
U+131FC	𓇼	EGYPTIAN HIEROGLYPH N014
U+131FD	𓇽	EGYPTIAN HIEROGLYPH N015
U+131FE	𓇾	EGYPTIAN HIEROGLYPH N016
U+131FF	𓇿	EGYPTIAN HIEROGLYPH N017
U+13200	𓈀	EGYPTIAN HIEROGLYPH N018
U+13201	𓈁	EGYPTIAN HIEROGLYPH N018A
U+13202	𓈂	EGYPTIAN HIEROGLYPH N018B
U+13203	𓈃	EGYPTIAN HIEROGLYPH N019
U+13204	𓈄	EGYPTIAN HIEROGLYPH N020
U+13205	𓈅	EGYPTIAN HIEROGLYPH N021
U+13206	𓈆	EGYPTIAN HIEROGLYPH N022
U+13207	𓈇	EGYPTIAN HIEROGLYPH N023
U+13208	𓈈	EGYPTIAN HIEROGLYPH N024
U+13209	𓈉	EGYPTIAN HIEROGLYPH N025
U+1320A	𓈊	EGYPTIAN HIEROGLYPH N025A
U+1320B	𓈋	EGYPTIAN HIEROGLYPH N026
U+1320C	𓈌	EGYPTIAN HIEROGLYPH N027
U+1320D	𓈍	EGYPTIAN HIEROGLYPH N028
U+1320E	𓈎	EGYPTIAN HIEROGLYPH N029
U+1320F	𓈏	EGYPTIAN HIEROGLYPH N030
U+13210	𓈐	EGYPTIAN HIEROGLYPH N031
U+13211	𓈑	EGYPTIAN HIEROGLYPH N032
U+13212	𓈒	EGYPTIAN HIEROGLYPH N033
U+13213	𓈓	EGYPTIAN HIEROGLYPH N033A
U+13214	𓈔	EGYPTIAN HIEROGLYPH N034
U+13215	𓈕	EGYPTIAN HIEROGLYPH N034A
U+13216	𓈖	EGYPTIAN HIEROGLYPH N035
U+13217	𓈗	EGYPTIAN HIEROGLYPH N035A
U+13218	𓈘	EGYPTIAN HIEROGLYPH N036
U+13219	𓈙	EGYPTIAN HIEROGLYPH N037
U+1321A	𓈚	EGYPTIAN HIEROGLYPH N037A
U+1321B	𓈛	EGYPTIAN HIEROGLYPH N038
U+1321C	𓈜	EGYPTIAN HIEROGLYPH N039
U+1321D	𓈝	EGYPTIAN HIEROGLYPH N040
U+1321E	𓈞	EGYPTIAN HIEROGLYPH N041
U+1321F	𓈟	EGYPTIAN HIEROGLYPH N042
U+13220	𓈠	EGYPTIAN HIEROGLYPH NL001
U+13221	𓈡	EGYPTIAN HIEROGLYPH NL002
U+13222	𓈢	EGYPTIAN HIEROGLYPH NL003
U+13223	𓈣	EGYPTIAN HIEROGLYPH NL004
U+13224	𓈤	EGYPTIAN HIEROGLYPH NL005
U+13225	𓈥	EGYPTIAN HIEROGLYPH NL005A
U+13226	𓈦	EGYPTIAN HIEROGLYPH NL006
U+13227	𓈧	EGYPTIAN HIEROGLYPH NL007
U+13228	𓈨	EGYPTIAN HIEROGLYPH NL008
U+13229	𓈩	EGYPTIAN HIEROGLYPH NL009
U+1322A	𓈪	EGYPTIAN HIEROGLYPH NL010
U+1322B	𓈫	EGYPTIAN HIEROGLYPH NL011
U+1322C	𓈬	EGYPTIAN HIEROGLYPH NL012
U+1322D	𓈭	EGYPTIAN HIEROGLYPH NL013
U+1322E	𓈮	EGYPTIAN HIEROGLYPH NL014
U+1322F	𓈯	EGYPTIAN HIEROGLYPH NL015
U+13230	𓈰	EGYPTIAN HIEROGLYPH NL016
U+13231	𓈱	EGYPTIAN HIEROGLYPH NL017
U+13232	𓈲	EGYPTIAN HIEROGLYPH NL017A
U+13233	𓈳	EGYPTIAN HIEROGLYPH NL018
U+13234	𓈴	EGYPTIAN HIEROGLYPH NL019
U+13235	𓈵	EGYPTIAN HIEROGLYPH NL020
U+13236	𓈶	EGYPTIAN HIEROGLYPH NU001
U+13237	𓈷	EGYPTIAN HIEROGLYPH NU002
U+13238	𓈸	EGYPTIAN HIEROGLYPH NU003
U+13239	𓈹	EGYPTIAN HIEROGLYPH NU004
U+1323A	𓈺	EGYPTIAN HIEROGLYPH NU005
U+1323B	𓈻	EGYPTIAN HIEROGLYPH NU006
U+1323C	𓈼	EGYPTIAN HIEROGLYPH NU007
U+1323D	𓈽	EGYPTIAN HIEROGLYPH NU008
U+1323E	𓈾	EGYPTIAN HIEROGLYPH NU009
U+1323F	𓈿	EGYPTIAN HIEROGLYPH NU010
U+13240	𓉀	EGYPTIAN HIEROGLYPH NU010A
U+13241	𓉁	EGYPTIAN HIEROGLYPH NU011
U+13242	𓉂	EGYPTIAN HIEROGLYPH NU011A
U+13243	𓉃	EGYPTIAN HIEROGLYPH NU012
U+13244	𓉄	EGYPTIAN HIEROGLYPH NU013
U+13245	𓉅	EGYPTIAN HIEROGLYPH NU014
U+13246	𓉆	EGYPTIAN HIEROGLYPH NU015
U+13247	𓉇	EGYPTIAN HIEROGLYPH NU016
U+13248	𓉈	EGYPTIAN HIEROGLYPH NU017
U+13249	𓉉	EGYPTIAN HIEROGLYPH NU018
U+1324A	𓉊	EGYPTIAN HIEROGLYPH NU018A
U+1324B	𓉋	EGYPTIAN HIEROGLYPH NU019
U+1324C	𓉌	EGYPTIAN HIEROGLYPH NU020
U+1324D	𓉍	EGYPTIAN HIEROGLYPH NU021
U+1324E	𓉎	EGYPTIAN HIEROGLYPH NU022
U+1324F	𓉏	EGYPTIAN HIEROGLYPH NU022A
U+13250	𓉐	EGYPTIAN HIEROGLYPH O001
U+13251	𓉑	EGYPTIAN HIEROGLYPH O001A
U+13252	𓉒	EGYPTIAN HIEROGLYPH O002
U+13253	𓉓	EGYPTIAN HIEROGLYPH O003
U+13254	𓉔	EGYPTIAN HIEROGLYPH O004
U+13255	𓉕	EGYPTIAN HIEROGLYPH O005
U+13256	𓉖	EGYPTIAN HIEROGLYPH O005A
U+13257	𓉗	EGYPTIAN HIEROGLYPH O006
U+13258	𓉘	EGYPTIAN HIEROGLYPH O006A
U+13259	𓉙	EGYPTIAN HIEROGLYPH O006B
U+1325A	𓉚	EGYPTIAN HIEROGLYPH O006C
U+1325B	𓉛	EGYPTIAN HIEROGLYPH O006D
U+1325C	𓉜	EGYPTIAN HIEROGLYPH O006E
U+1325D	𓉝	EGYPTIAN HIEROGLYPH O006F
U+1325E	𓉞	EGYPTIAN HIEROGLYPH O007
U+1325F	𓉟	EGYPTIAN HIEROGLYPH O008
U+13260	𓉠	EGYPTIAN HIEROGLYPH O009
U+13261	𓉡	EGYPTIAN HIEROGLYPH O010
U+13262	𓉢	EGYPTIAN HIEROGLYPH O010A
U+13263	𓉣	EGYPTIAN HIEROGLYPH O010B
U+13264	𓉤	EGYPTIAN HIEROGLYPH O010C
U+13265	𓉥	EGYPTIAN HIEROGLYPH O011
U+13266	𓉦	EGYPTIAN HIEROGLYPH O012
U+13267	𓉧	EGYPTIAN HIEROGLYPH O013
U+13268	𓉨	EGYPTIAN HIEROGLYPH O014
U+13269	𓉩	EGYPTIAN HIEROGLYPH O015
U+1326A	𓉪	EGYPTIAN HIEROGLYPH O016
U+1326B	𓉫	EGYPTIAN HIEROGLYPH O017
U+1326C	𓉬	EGYPTIAN HIEROGLYPH O018
U+1326D	𓉭	EGYPTIAN HIEROGLYPH O019
U+1326E	𓉮	EGYPTIAN HIEROGLYPH O019A
U+1326F	𓉯	EGYPTIAN HIEROGLYPH O020
U+13270	𓉰	EGYPTIAN HIEROGLYPH O020A
U+13271	𓉱	EGYPTIAN HIEROGLYPH O021
U+13272	𓉲	EGYPTIAN HIEROGLYPH O022
U+13273	𓉳	EGYPTIAN HIEROGLYPH O023
U+13274	𓉴	EGYPTIAN HIEROGLYPH O024
U+13275	𓉵	EGYPTIAN HIEROGLYPH O024A
U+13276	𓉶	EGYPTIAN HIEROGLYPH O025
U+13277	𓉷	EGYPTIAN HIEROGLYPH O025A
U+13278	𓉸	EGYPTIAN HIEROGLYPH O026
U+13279	𓉹	EGYPTIAN HIEROGLYPH O027
U+1327A	𓉺	EGYPTIAN HIEROGLYPH O028
U+1327B	𓉻	EGYPTIAN HIEROGLYPH O029
U+1327C	𓉼	EGYPTIAN HIEROGLYPH O029A
U+1327D	𓉽	EGYPTIAN HIEROGLYPH O030
U+1327E	𓉾	EGYPTIAN HIEROGLYPH O030A
U+1327F	𓉿	EGYPTIAN HIEROGLYPH O031
U+13280	𓊀	EGYPTIAN HIEROGLYPH O032
U+13281	𓊁	EGYPTIAN HIEROGLYPH O033
U+13282	𓊂	EGYPTIAN HIEROGLYPH O033A
U+13283	𓊃	EGYPTIAN HIEROGLYPH O034
U+13284	𓊄	EGYPTIAN HIEROGLYPH O035
U+13285	𓊅	EGYPTIAN HIEROGLYPH O036
U+13286	𓊆	EGYPTIAN HIEROGLYPH O036A
U+13287	𓊇	EGYPTIAN HIEROGLYPH O036B
U+13288	𓊈	EGYPTIAN HIEROGLYPH O036C
U+13289	𓊉	EGYPTIAN HIEROGLYPH O036D
U+1328A	𓊊	EGYPTIAN HIEROGLYPH O037
U+1328B	𓊋	EGYPTIAN HIEROGLYPH O038
U+1328C	𓊌	EGYPTIAN HIEROGLYPH O039
U+1328D	𓊍	EGYPTIAN HIEROGLYPH O040
U+1328E	𓊎	EGYPTIAN HIEROGLYPH O041
U+1328F	𓊏	EGYPTIAN HIEROGLYPH O042
U+13290	𓊐	EGYPTIAN HIEROGLYPH O043
U+13291	𓊑	EGYPTIAN HIEROGLYPH O044
U+13292	𓊒	EGYPTIAN HIEROGLYPH O045
U+13293	𓊓	EGYPTIAN HIEROGLYPH O046
U+13294	𓊔	EGYPTIAN HIEROGLYPH O047
U+13295	𓊕	EGYPTIAN HIEROGLYPH O048
U+13296	𓊖	EGYPTIAN HIEROGLYPH O049
U+13297	𓊗	EGYPTIAN HIEROGLYPH O050
U+13298	𓊘	EGYPTIAN HIEROGLYPH O050A
U+13299	𓊙	EGYPTIAN HIEROGLYPH O050B
U+1329A	𓊚	EGYPTIAN HIEROGLYPH O051
U+1329B	𓊛	EGYPTIAN HIEROGLYPH P001
U+1329C	𓊜	EGYPTIAN HIEROGLYPH P001A
U+1329D	𓊝	EGYPTIAN HIEROGLYPH P002
U+1329E	𓊞	EGYPTIAN HIEROGLYPH P003
U+1329F	𓊟	EGYPTIAN HIEROGLYPH P003A
U+132A0	𓊠	EGYPTIAN HIEROGLYPH P004
U+132A1	𓊡	EGYPTIAN HIEROGLYPH P005
U+132A2	𓊢	EGYPTIAN HIEROGLYPH P006
U+132A3	𓊣	EGYPTIAN HIEROGLYPH P007
U+132A4	𓊤	EGYPTIAN HIEROGLYPH P008
U+132A5	𓊥	EGYPTIAN HIEROGLYPH P009
U+132A6	𓊦	EGYPTIAN HIEROGLYPH P010
U+132A7	𓊧	EGYPTIAN HIEROGLYPH P011
U+132A8	𓊨	EGYPTIAN HIEROGLYPH Q001
U+132A9	𓊩	EGYPTIAN HIEROGLYPH Q002
U+132AA	𓊪	EGYPTIAN HIEROGLYPH Q003
U+132AB	𓊫	EGYPTIAN HIEROGLYPH Q004
U+132AC	𓊬	EGYPTIAN HIEROGLYPH Q005
U+132AD	𓊭	EGYPTIAN HIEROGLYPH Q006
U+132AE	𓊮	EGYPTIAN HIEROGLYPH Q007
U+132AF	𓊯	EGYPTIAN HIEROGLYPH R001
U+132B0	𓊰	EGYPTIAN HIEROGLYPH R002
U+132B1	𓊱	EGYPTIAN HIEROGLYPH R002A
U+132B2	𓊲	EGYPTIAN HIEROGLYPH R003
U+132B3	𓊳	EGYPTIAN HIEROGLYPH R003A
U+132B4	𓊴	EGYPTIAN HIEROGLYPH R003B
U+132B5	𓊵	EGYPTIAN HIEROGLYPH R004
U+132B6	𓊶	EGYPTIAN HIEROGLYPH R005
U+132B7	𓊷	EGYPTIAN HIEROGLYPH R006
U+132B8	𓊸	EGYPTIAN HIEROGLYPH R007
U+132B9	𓊹	EGYPTIAN HIEROGLYPH R008
U+132BA	𓊺	EGYPTIAN HIEROGLYPH R009
U+132BB	𓊻	EGYPTIAN HIEROGLYPH R010
U+132BC	𓊼	EGYPTIAN HIEROGLYPH R010A
U+132BD	𓊽	EGYPTIAN HIEROGLYPH R011
U+132BE	𓊾	EGYPTIAN HIEROGLYPH R012
U+132BF	𓊿	EGYPTIAN HIEROGLYPH R013
U+132C0	𓋀	EGYPTIAN HIEROGLYPH R014
U+132C1	𓋁	EGYPTIAN HIEROGLYPH R015
U+132C2	𓋂	EGYPTIAN HIEROGLYPH R016
U+132C3	𓋃	EGYPTIAN HIEROGLYPH R016A
U+132C4	𓋄	EGYPTIAN HIEROGLYPH R017
U+132C5	𓋅	EGYPTIAN HIEROGLYPH R018
U+132C6	𓋆	EGYPTIAN HIEROGLYPH R019
U+132C7	𓋇	EGYPTIAN HIEROGLYPH R020
U+132C8	𓋈	EGYPTIAN HIEROGLYPH R021
U+132C9	𓋉	EGYPTIAN HIEROGLYPH R022
U+132CA	𓋊	EGYPTIAN HIEROGLYPH R023
U+132CB	𓋋	EGYPTIAN HIEROGLYPH R024
U+132CC	𓋌	EGYPTIAN HIEROGLYPH R025
U+132CD	𓋍	EGYPTIAN HIEROGLYPH R026
U+132CE	𓋎	EGYPTIAN HIEROGLYPH R027
U+132CF	𓋏	EGYPTIAN HIEROGLYPH R028
U+132D0	𓋐	EGYPTIAN HIEROGLYPH R029
U+132D1	𓋑	EGYPTIAN HIEROGLYPH S001
U+132D2	𓋒	EGYPTIAN HIEROGLYPH S002
U+132D3	𓋓	EGYPTIAN HIEROGLYPH S002A
U+132D4	𓋔	EGYPTIAN HIEROGLYPH S003
U+132D5	𓋕	EGYPTIAN HIEROGLYPH S004
U+132D6	𓋖	EGYPTIAN HIEROGLYPH S005
U+132D7	𓋗	EGYPTIAN HIEROGLYPH S006
U+132D8	𓋘	EGYPTIAN HIEROGLYPH S006A
U+132D9	𓋙	EGYPTIAN HIEROGLYPH S007
U+132DA	𓋚	EGYPTIAN HIEROGLYPH S008
U+132DB	𓋛	EGYPTIAN HIEROGLYPH S009
U+132DC	𓋜	EGYPTIAN HIEROGLYPH S010
U+132DD	𓋝	EGYPTIAN HIEROGLYPH S011
U+132DE	𓋞	EGYPTIAN HIEROGLYPH S012
U+132DF	𓋟	EGYPTIAN HIEROGLYPH S013
U+132E0	𓋠	EGYPTIAN HIEROGLYPH S014
U+132E1	𓋡	EGYPTIAN HIEROGLYPH S014A
U+132E2	𓋢	EGYPTIAN HIEROGLYPH S014B
U+132E3	𓋣	EGYPTIAN HIEROGLYPH S015
U+132E4	𓋤	EGYPTIAN HIEROGLYPH S016
U+132E5	𓋥	EGYPTIAN HIEROGLYPH S017
U+132E6	𓋦	EGYPTIAN HIEROGLYPH S017A
U+132E7	𓋧	EGYPTIAN HIEROGLYPH S018
U+132E8	𓋨	EGYPTIAN HIEROGLYPH S019
U+132E9	𓋩	EGYPTIAN HIEROGLYPH S020
U+132EA	𓋪	EGYPTIAN HIEROGLYPH S021
U+132EB	𓋫	EGYPTIAN HIEROGLYPH S022
U+132EC	𓋬	EGYPTIAN HIEROGLYPH S023
U+132ED	𓋭	EGYPTIAN HIEROGLYPH S024
U+132EE	𓋮	EGYPTIAN HIEROGLYPH S025
U+132EF	𓋯	EGYPTIAN HIEROGLYPH S026
U+132F0	𓋰	EGYPTIAN HIEROGLYPH S026A
U+132F1	𓋱	EGYPTIAN HIEROGLYPH S026B
U+132F2	𓋲	EGYPTIAN HIEROGLYPH S027
U+132F3	𓋳	EGYPTIAN HIEROGLYPH S028
U+132F4	𓋴	EGYPTIAN HIEROGLYPH S029
U+132F5	𓋵	EGYPTIAN HIEROGLYPH S030
U+132F6	𓋶	EGYPTIAN HIEROGLYPH S031
U+132F7	𓋷	EGYPTIAN HIEROGLYPH S032
U+132F8	𓋸	EGYPTIAN HIEROGLYPH S033
U+132F9	𓋹	EGYPTIAN HIEROGLYPH S034
U+132FA	𓋺	EGYPTIAN HIEROGLYPH S035
U+132FB	𓋻	EGYPTIAN HIEROGLYPH S035A
U+132FC	𓋼	EGYPTIAN HIEROGLYPH S036
U+132FD	𓋽	EGYPTIAN HIEROGLYPH S037
U+132FE	𓋾	EGYPTIAN HIEROGLYPH S038
U+132FF	𓋿	EGYPTIAN HIEROGLYPH S039
U+13300	𓌀	EGYPTIAN HIEROGLYPH S040
U+13301	𓌁	EGYPTIAN HIEROGLYPH S041
U+13302	𓌂	EGYPTIAN HIEROGLYPH S042
U+13303	𓌃	EGYPTIAN HIEROGLYPH S043
U+13304	𓌄	EGYPTIAN HIEROGLYPH S044
U+13305	𓌅	EGYPTIAN HIEROGLYPH S045
U+13306	𓌆	EGYPTIAN HIEROGLYPH S046
U+13307	𓌇	EGYPTIAN HIEROGLYPH T001
U+13308	𓌈	EGYPTIAN HIEROGLYPH T002
U+13309	𓌉	EGYPTIAN HIEROGLYPH T003
U+1330A	𓌊	EGYPTIAN HIEROGLYPH T003A
U+1330B	𓌋	EGYPTIAN HIEROGLYPH T004
U+1330C	𓌌	EGYPTIAN HIEROGLYPH T005
U+1330D	𓌍	EGYPTIAN HIEROGLYPH T006
U+1330E	𓌎	EGYPTIAN HIEROGLYPH T007
U+1330F	𓌏	EGYPTIAN HIEROGLYPH T007A
U+13310	𓌐	EGYPTIAN HIEROGLYPH T008
U+13311	𓌑	EGYPTIAN HIEROGLYPH T008A
U+13312	𓌒	EGYPTIAN HIEROGLYPH T009
U+13313	𓌓	EGYPTIAN HIEROGLYPH T009A
U+13314	𓌔	EGYPTIAN HIEROGLYPH T010
U+13315	𓌕	EGYPTIAN HIEROGLYPH T011
U+13316	𓌖	EGYPTIAN HIEROGLYPH T011A
U+13317	𓌗	EGYPTIAN HIEROGLYPH T012
U+13318	𓌘	EGYPTIAN HIEROGLYPH T013
U+13319	𓌙	EGYPTIAN HIEROGLYPH T014
U+1331A	𓌚	EGYPTIAN HIEROGLYPH T015
U+1331B	𓌛	EGYPTIAN HIEROGLYPH T016
U+1331C	𓌜	EGYPTIAN HIEROGLYPH T016A
U+1331D	𓌝	EGYPTIAN HIEROGLYPH T017
U+1331E	𓌞	EGYPTIAN HIEROGLYPH T018
U+1331F	𓌟	EGYPTIAN HIEROGLYPH T019
U+13320	𓌠	EGYPTIAN HIEROGLYPH T020
U+13321	𓌡	EGYPTIAN HIEROGLYPH T021
U+13322	𓌢	EGYPTIAN HIEROGLYPH T022
U+13323	𓌣	EGYPTIAN HIEROGLYPH T023
U+13324	𓌤	EGYPTIAN HIEROGLYPH T024
U+13325	𓌥	EGYPTIAN HIEROGLYPH T025
U+13326	𓌦	EGYPTIAN HIEROGLYPH T026
U+13327	𓌧	EGYPTIAN HIEROGLYPH T027
U+13328	𓌨	EGYPTIAN HIEROGLYPH T028
U+13329	𓌩	EGYPTIAN HIEROGLYPH T029
U+1332A	𓌪	EGYPTIAN HIEROGLYPH T030
U+1332B	𓌫	EGYPTIAN HIEROGLYPH T031
U+1332C	𓌬	EGYPTIAN HIEROGLYPH T032
U+1332D	𓌭	EGYPTIAN HIEROGLYPH T032A
U+1332E	𓌮	EGYPTIAN HIEROGLYPH T033
U+1332F	𓌯	EGYPTIAN HIEROGLYPH T033A
U+13330	𓌰	EGYPTIAN HIEROGLYPH T034
U+13331	𓌱	EGYPTIAN HIEROGLYPH T035
U+13332	𓌲	EGYPTIAN HIEROGLYPH T036
U+13333	𓌳	EGYPTIAN HIEROGLYPH U001
U+13334	𓌴	EGYPTIAN HIEROGLYPH U002
U+13335	𓌵	EGYPTIAN HIEROGLYPH U003
U+13336	𓌶	EGYPTIAN HIEROGLYPH U004
U+13337	𓌷	EGYPTIAN HIEROGLYPH U005
U+13338	𓌸	EGYPTIAN HIEROGLYPH U006
U+13339	𓌹	EGYPTIAN HIEROGLYPH U006A
U+1333A	𓌺	EGYPTIAN HIEROGLYPH U006B
U+1333B	𓌻	EGYPTIAN HIEROGLYPH U007
U+1333C	𓌼	EGYPTIAN HIEROGLYPH U008
U+1333D	𓌽	EGYPTIAN HIEROGLYPH U009
U+1333E	𓌾	EGYPTIAN HIEROGLYPH U010
U+1333F	𓌿	EGYPTIAN HIEROGLYPH U011
U+13340	𓍀	EGYPTIAN HIEROGLYPH U012
U+13341	𓍁	EGYPTIAN HIEROGLYPH U013
U+13342	𓍂	EGYPTIAN HIEROGLYPH U014
U+13343	𓍃	EGYPTIAN HIEROGLYPH U015
U+13344	𓍄	EGYPTIAN HIEROGLYPH U016
U+13345	𓍅	EGYPTIAN HIEROGLYPH U017
U+13346	𓍆	EGYPTIAN HIEROGLYPH U018
U+13347	𓍇	EGYPTIAN HIEROGLYPH U019
U+13348	𓍈	EGYPTIAN HIEROGLYPH U020
U+13349	𓍉	EGYPTIAN HIEROGLYPH U021
U+1334A	𓍊	EGYPTIAN HIEROGLYPH U022
U+1334B	𓍋	EGYPTIAN HIEROGLYPH U023
U+1334C	𓍌	EGYPTIAN HIEROGLYPH U023A
U+1334D	𓍍	EGYPTIAN HIEROGLYPH U024
U+1334E	𓍎	EGYPTIAN HIEROGLYPH U025
U+1334F	𓍏	EGYPTIAN HIEROGLYPH U026
U+13350	𓍐	EGYPTIAN HIEROGLYPH U027
U+13351	𓍑	EGYPTIAN HIEROGLYPH U028
U+13352	𓍒	EGYPTIAN HIEROGLYPH U029
U+13353	𓍓	EGYPTIAN HIEROGLYPH U029A
U+13354	𓍔	EGYPTIAN HIEROGLYPH U030
U+13355	𓍕	EGYPTIAN HIEROGLYPH U031
U+13356	𓍖	EGYPTIAN HIEROGLYPH U032
U+13357	𓍗	EGYPTIAN HIEROGLYPH U032A
U+13358	𓍘	EGYPTIAN HIEROGLYPH U033
U+13359	𓍙	EGYPTIAN HIEROGLYPH U034
U+1335A	𓍚	EGYPTIAN HIEROGLYPH U035
U+1335B	𓍛	EGYPTIAN HIEROGLYPH U036
U+1335C	𓍜	EGYPTIAN HIEROGLYPH U037
U+1335D	𓍝	EGYPTIAN HIEROGLYPH U038
U+1335E	𓍞	EGYPTIAN HIEROGLYPH U039
U+1335F	𓍟	EGYPTIAN HIEROGLYPH U040
U+13360	𓍠	EGYPTIAN HIEROGLYPH U041
U+13361	𓍡	EGYPTIAN HIEROGLYPH U042
U+13362	𓍢	EGYPTIAN HIEROGLYPH V001
U+13363	𓍣	EGYPTIAN HIEROGLYPH V001A
U+13364	𓍤	EGYPTIAN HIEROGLYPH V001B
U+13365	𓍥	EGYPTIAN HIEROGLYPH V001C
U+13366	𓍦	EGYPTIAN HIEROGLYPH V001D
U+13367	𓍧	EGYPTIAN HIEROGLYPH V001E
U+13368	𓍨	EGYPTIAN HIEROGLYPH V001F
U+13369	𓍩	EGYPTIAN HIEROGLYPH V001G
U+1336A	𓍪	EGYPTIAN HIEROGLYPH V001H
U+1336B	𓍫	EGYPTIAN HIEROGLYPH V001I
U+1336C	𓍬	EGYPTIAN HIEROGLYPH V002
U+1336D	𓍭	EGYPTIAN HIEROGLYPH V002A
U+1336E	𓍮	EGYPTIAN HIEROGLYPH V003
U+1336F	𓍯	EGYPTIAN HIEROGLYPH V004
U+13370	𓍰	EGYPTIAN HIEROGLYPH V005
U+13371	𓍱	EGYPTIAN HIEROGLYPH V006
U+13372	𓍲	EGYPTIAN HIEROGLYPH V007
U+13373	𓍳	EGYPTIAN HIEROGLYPH V007A
U+13374	𓍴	EGYPTIAN HIEROGLYPH V007B
U+13375	𓍵	EGYPTIAN HIEROGLYPH V008
U+13376	𓍶	EGYPTIAN HIEROGLYPH V009
U+13377	𓍷	EGYPTIAN HIEROGLYPH V010
U+13378	𓍸	EGYPTIAN HIEROGLYPH V011
U+13379	𓍹	EGYPTIAN HIEROGLYPH V011A
U+1337A	𓍺	EGYPTIAN HIEROGLYPH V011B
U+1337B	𓍻	EGYPTIAN HIEROGLYPH V011C
U+1337C	𓍼	EGYPTIAN HIEROGLYPH V012
U+1337D	𓍽	EGYPTIAN HIEROGLYPH V012A
U+1337E	𓍾	EGYPTIAN HIEROGLYPH V012B
